iter	Logloss
448	0.3572917011
449	0.3571856489
450	0.3570760039
451	0.3569663175
452	0.3568386488
453	0.3567410652
454	0.3566047132
455	0.3565203157
456	0.3563787813
457	0.3562283276
458	0.356112144
459	0.3559878559
460	0.3558556435
461	0.3557835638
462	0.3556947499
463	0.3556179787
464	0.3554798592
465	0.3553423931
466	0.3552670031
467	0.3551297579
468	0.3549290163
469	0.3548102666
470	0.3547095069
471	0.3546462164
472	0.3545481275
473	0.3543825581
474	0.3542453414
475	0.3541182507
476	0.3540607
477	0.3539946858
478	0.3539126039
479	0.3537666798
480	0.3536803547
481	0.3535189535
482	0.3533613774
483	0.3533026982
484	0.353205406
485	0.3531596492
486	0.3530329754
487	0.352924887
488	0.3528021038
489	0.3527117235
490	0.3525672729
491	0.3524602868
492	0.3523608907
493	0.3522255404
494	0.3521457039
495	0.3520449767
496	0.3519534982
497	0.3517421085
498	0.3516416422
499	0.3515471258
500	0.3514289356
501	0.3513109359
502	0.3512265193
503	0.3511096179
504	0.3510180546
505	0.3509400634
506	0.3508057838
507	0.3506558925
508	0.3505001885
509	0.3503217804
510	0.350238247
511	0.3500747433
512	0.349983933
513	0.3498675597
514	0.3497987438
515	0.3496424238
516	0.3495316555
517	0.3493648792
518	0.349219287
519	0.3491427935
520	0.3490477191
521	0.3489708402
522	0.3488534137
523	0.348793115
524	0.3487230923
525	0.3486520672
526	0.3484804874
527	0.3482978539
528	0.348185868
529	0.3480431978
530	0.3479892243
531	0.3478841992
532	0.347776256
533	0.3477254044
534	0.347559203
535	0.3474638383
536	0.3473716082
537	0.34729206
538	0.3471988378
539	0.3470295207
540	0.3468923565
541	0.3467575112
542	0.3466132206
543	0.3465224774
544	0.3464282361
545	0.3463464288
546	0.3462912011
547	0.3461926904
548	0.3460498819
549	0.3459510848
550	0.3458849241
551	0.3458044231
552	0.3457243098
553	0.3455941609
554	0.3455196112
555	0.3454331685
556	0.3453230525
557	0.3452202515
558	0.3451353542
559	0.3450462327
560	0.3449640889
561	0.3448595439
562	0.3447697917
563	0.3446578461
564	0.3446014978
565	0.3445113216
566	0.3443848884
567	0.3443146429
568	0.3442321812
569	0.3441834817
570	0.3440577666
571	0.343953103
572	0.3438743404
573	0.343777811
574	0.3436755354
575	0.3435839569
576	0.343441509
577	0.3433422058
578	0.3432471616
579	0.3431473946
580	0.3430114689
581	0.3429105848
582	0.3428497971
583	0.3427943279
584	0.3426985649
585	0.3426443275
586	0.3425528106
587	0.3424817228
588	0.3423568859
589	0.3423031466
590	0.3422734245
591	0.3422023516
592	0.3421433472
593	0.3420635902
594	0.3419915579
595	0.3419114175
596	0.3418258304
597	0.3417375737
598	0.3416759536
599	0.3416112127
600	0.3415660743
601	0.3415110567
602	0.341476634
603	0.3413959689
604	0.3413089382
605	0.3411623835
606	0.3410722754
607	0.3409668387
608	0.3408971297
609	0.3408103775
610	0.3407642151
611	0.3406853204
612	0.3405993768
613	0.3404883103
614	0.3403967125
615	0.3403356951
616	0.3402993117
617	0.3402344988
618	0.3401288055
619	0.3400008248
620	0.3399196274
621	0.3398655463
622	0.3398033579
623	0.3396531868
624	0.3395526752
625	0.3394578496
626	0.3393628157
627	0.3393053657
628	0.3392479591
629	0.3391576879
630	0.3390880995
631	0.3390126824
632	0.3389091042
633	0.338809401
634	0.3387327056
635	0.3386833057
636	0.3385896796
637	0.3385114109
638	0.3384112594
639	0.3383242778
640	0.3382709392
641	0.3382019619
642	0.338151352
643	0.3380646492
644	0.33798567
645	0.3379016765
646	0.3377257818
647	0.3375967698
648	0.3374903445
649	0.3374212602
650	0.3373581143
651	0.3372842431
652	0.3371942561
653	0.3370524334
654	0.336930457
655	0.3368239981
656	0.3367823224
657	0.3366360142
658	0.3365403856
659	0.3364015591
660	0.3363228408
661	0.3362490452
662	0.3361729554
663	0.3361118816
664	0.3360259452
665	0.3359604959
666	0.3358364944
667	0.3357143212
668	0.3355984769
669	0.3355712498
670	0.3354179458
671	0.3352599502
672	0.3351393261
673	0.3350184073
674	0.3349173959
675	0.334786925
676	0.3346908611
677	0.3345881702
678	0.3345041043
679	0.3344002269
680	0.3342564814
681	0.3341842954
682	0.3341041179
683	0.3340352283
684	0.3339060307
685	0.3337715619
686	0.3336983053
687	0.3336138274
688	0.3335736547
689	0.3334588978
690	0.3333429367
691	0.3332476972
692	0.3331250894
693	0.3330578972
694	0.3329871141
695	0.3329413543
696	0.3329023969
697	0.3328270568
698	0.3327400085
699	0.3326798691
700	0.3326221985
701	0.3325250362
702	0.3324426424
703	0.3323133608
704	0.3322223048
705	0.3321228477
706	0.3320356079
707	0.3319315114
708	0.331809084
709	0.331648597
710	0.3315150387
711	0.3314043639
712	0.3313038659
713	0.3311680122
714	0.3310838587
715	0.3309086896
716	0.3307806778
717	0.3306232627
718	0.3305234599
719	0.3303871681
720	0.3302873599
721	0.3301808615
722	0.3301071795
723	0.3300516655
724	0.3299885429
725	0.3299068715
726	0.3298477212
727	0.329736024
728	0.3296128636
729	0.3294676514
730	0.3293452568
731	0.3292795747
732	0.3292317866
733	0.3291890365
734	0.3290659738
735	0.3289812783
736	0.3288262118
737	0.3287573224
738	0.3286837713
739	0.3285547572
740	0.3284811727
741	0.3284120528
742	0.3282734206
743	0.3281405539
744	0.3280662155
745	0.3279273847
746	0.327880178
747	0.3277812709
748	0.3277351795
749	0.3276649231
750	0.3276321415
751	0.3275216319
752	0.3274210988
753	0.3273487581
754	0.3273060134
755	0.327202008
756	0.3271030105
757	0.3270473279
758	0.3269654441
759	0.3269267311
760	0.3268935276
761	0.3268391553
762	0.3267621584
763	0.3266130165
764	0.3264927855
765	0.3264061153
766	0.3263015491
767	0.3262266447
768	0.3261669378
769	0.3260785108
770	0.3260091353
771	0.3259136835
772	0.3258041518
773	0.3257265725
774	0.325664451
775	0.3255369154
776	0.3254157751
777	0.3252971361
778	0.3251905308
779	0.3251272456
780	0.3250591592
781	0.3249592539
782	0.3248819747
783	0.3248027051
784	0.3247604001
785	0.3246909207
786	0.3246367819
787	0.3245378343
788	0.324485461
789	0.3243648993
790	0.3243059199
791	0.3242439796
792	0.3241839606
793	0.3240902454
794	0.3240316568
795	0.3239941586
796	0.3238692988
797	0.3237608368
798	0.3236860185
799	0.3236120571
800	0.3235366321
801	0.3234471006
802	0.3233867175
803	0.3233190366
804	0.3232419348
805	0.3231725782
806	0.3230755299
807	0.3229840971
808	0.3229123664
809	0.3228209701
810	0.3227232409
811	0.3226306771
812	0.3225892115
813	0.3224897531
814	0.3224158592
815	0.3223275471
816	0.3222194911
817	0.3221213123
818	0.3220168488
819	0.3218739989
820	0.3217485284
821	0.3216510224
822	0.3215660635
823	0.3214688585
824	0.321438937
825	0.3213582048
826	0.3212922293
827	0.3212370733
828	0.3211535093
829	0.3210578552
830	0.3209634023
831	0.3208858426
832	0.3207910871
833	0.3206919111
834	0.3206045053
835	0.3205013144
836	0.3204110225
837	0.3203428626
838	0.3201894688
839	0.3201381758
840	0.3200508478
841	0.3199329467
842	0.3198483313
843	0.3197796846
844	0.3197053996
845	0.31959261
846	0.3194784565
847	0.319416113
848	0.3193062307
849	0.3192580683
850	0.3191741455
851	0.3191109387
852	0.3189781075
853	0.318888163
854	0.3188151169
855	0.3187425689
856	0.318670638
857	0.3185657958
858	0.3184998184
859	0.3184201467
860	0.3183811987
861	0.3183132436
862	0.318184785
863	0.3181386708
864	0.3180726569
865	0.3179841731
866	0.3179135961
867	0.3178539685
868	0.3177810642
869	0.3177448787
870	0.3176573644
871	0.3175962889
872	0.3174928323
873	0.3174011815
874	0.3173177832
875	0.3172819446
876	0.3172566636
877	0.3171740174
878	0.3171019153
879	0.3170500101
880	0.3169653818
881	0.3168815583
882	0.3168073545
883	0.3167070653
884	0.3166206163
885	0.316532219
886	0.3164580722
887	0.3163769719
888	0.3162553896
889	0.3161454823
890	0.316032634
891	0.3159003084
892	0.3158435387
893	0.3157919642
894	0.3156943543
895	0.3156339316
896	0.3155107638
897	0.3153923966
898	0.3153121654
899	0.3152001373
900	0.3151268482
901	0.3150933107
902	0.3150197549
903	0.3149014015
904	0.3148117068
905	0.3147355448
906	0.3146542267
907	0.3145931793
908	0.3145161066
909	0.3144560252
910	0.3144028906
911	0.3142830481
912	0.314258401
913	0.3142303195
914	0.3141423596
915	0.3140930443
916	0.3140584327
917	0.3139044186
918	0.3138426523
919	0.3138066901
920	0.3137554047
921	0.3136505562
922	0.3135916931
923	0.3134883542
924	0.3134012395
925	0.3133493907
926	0.3132824636
927	0.3131993216
928	0.3131341479
929	0.3130897313
930	0.3130111021
931	0.3129491412
932	0.3128852754
933	0.3128288536
934	0.3127620414
935	0.3126797903
936	0.3126435164
937	0.3125497498
938	0.3124557837
939	0.3123949274
940	0.3123378807
941	0.3122591387
942	0.3122217923
943	0.3121890431
944	0.3121338328
945	0.3120695936
946	0.3120000923
947	0.3119314818
948	0.3118584566
949	0.3117677847
950	0.3117171068
951	0.3116373971
952	0.3115438803
953	0.3115207472
954	0.3114355841
955	0.3113690656
956	0.3113465618
957	0.3112889415
958	0.311253245
959	0.3111362801
960	0.31110599
961	0.3110373063
962	0.3109464991
963	0.3108706161
964	0.3107483293
965	0.3106540001
966	0.3105847542
967	0.3105255855
968	0.3104680009
969	0.3103592962
970	0.3102618436
971	0.3101842407
972	0.3101273311
973	0.310031499
974	0.3099195892
975	0.3098247314
976	0.3097358886
977	0.3096776878
978	0.3095956364
979	0.3095244558
980	0.309460636
981	0.3093587569
982	0.3092858382
983	0.3092613164
984	0.3091876012
985	0.3091276447
986	0.3090694387
987	0.309034015
988	0.3089763302
989	0.3089063368
990	0.3088481371
991	0.3087941358
992	0.3087402602
993	0.308692839
994	0.3086316155
995	0.3085964123
996	0.3085599189
997	0.3084807768
998	0.3083875644
999	0.3083254592
