iter	Passed	Remaining
574	4990	3688
575	4998	3679
576	5006	3670
577	5014	3661
578	5022	3652
579	5030	3642
580	5038	3633
581	5046	3624
582	5054	3615
583	5062	3606
584	5070	3597
585	5078	3587
586	5086	3578
587	5094	3569
588	5102	3560
589	5110	3551
590	5118	3542
591	5126	3533
592	5134	3524
593	5142	3515
594	5151	3506
595	5159	3497
596	5167	3488
597	5175	3479
598	5183	3470
599	5191	3461
600	5199	3452
601	5207	3442
602	5215	3433
603	5223	3424
604	5231	3415
605	5240	3406
606	5247	3397
607	5255	3388
608	5263	3379
609	5270	3369
610	5279	3361
611	5287	3352
612	5296	3343
613	5304	3334
614	5313	3326
615	5320	3316
616	5330	3308
617	5338	3300
618	5347	3291
619	5358	3284
620	5366	3275
621	5376	3267
622	5388	3260
623	5397	3252
624	5405	3243
625	5414	3235
626	5423	3226
627	5431	3217
628	5439	3208
629	5448	3199
630	5456	3190
631	5464	3181
632	5474	3173
633	5482	3164
634	5492	3156
635	5501	3148
636	5510	3140
637	5519	3131
638	5529	3124
639	5539	3116
640	5551	3109
641	5562	3102
642	5573	3094
643	5581	3085
644	5590	3077
645	5599	3068
646	5608	3059
647	5617	3051
648	5625	3042
649	5634	3034
650	5643	3025
651	5654	3018
652	5664	3009
653	5673	3001
654	5682	2992
655	5690	2984
656	5701	2976
657	5710	2968
658	5720	2959
659	5731	2952
660	5740	2944
661	5749	2935
662	5756	2926
663	5765	2917
664	5773	2908
665	5782	2899
666	5791	2891
667	5800	2883
668	5809	2874
669	5818	2865
670	5827	2857
671	5835	2848
672	5845	2840
673	5854	2831
674	5865	2824
675	5916	2835
676	5928	2828
677	5935	2818
678	5944	2810
679	5952	2801
680	5965	2794
681	5974	2785
682	5993	2781
683	6003	2773
684	6012	2765
685	6020	2755
686	6029	2747
687	6037	2737
688	6044	2728
689	6053	2719
690	6063	2711
691	6073	2703
692	6081	2694
693	6091	2685
694	6098	2676
695	6108	2667
696	6115	2658
697	6123	2649
698	6130	2640
699	6139	2631
700	6146	2621
701	6154	2612
702	6162	2603
703	6172	2595
704	6180	2586
705	6190	2577
706	6200	2569
707	6208	2560
708	6217	2551
709	6225	2542
710	6233	2533
711	6242	2524
712	6249	2515
713	6256	2506
714	6263	2496
715	6270	2487
716	6277	2477
717	6284	2468
718	6291	2458
719	6299	2449
720	6306	2440
721	6314	2431
722	6320	2421
723	6328	2412
724	6335	2403
725	6342	2393
726	6351	2385
727	6359	2375
728	6368	2367
729	6375	2358
730	6385	2349
731	6392	2340
732	6400	2331
733	6410	2323
734	6417	2313
735	6426	2305
736	6435	2296
737	6448	2289
738	6462	2282
739	6475	2275
740	6482	2265
741	6491	2257
742	6499	2248
743	6507	2239
744	6515	2230
745	6524	2221
746	6533	2212
747	6543	2204
748	6551	2195
749	6561	2187
750	6571	2178
751	6580	2170
752	6589	2161
753	6597	2152
754	6607	2144
755	6614	2134
756	6626	2127
757	6635	2118
758	6643	2109
759	6655	2101
760	6664	2093
761	6673	2084
762	6685	2076
763	6693	2067
764	6703	2059
765	6711	2050
766	6720	2041
767	6730	2033
768	6738	2024
769	6747	2015
770	6755	2006
771	6764	1997
772	6772	1988
773	6781	1980
774	6789	1971
775	6799	1962
776	6807	1953
777	6817	1945
778	6825	1936
779	6833	1927
780	6844	1919
781	6854	1910
782	6867	1903
783	6879	1895
784	6886	1886
785	6897	1877
786	6905	1868
787	6915	1860
788	6922	1851
789	6930	1842
790	6939	1833
791	6946	1824
792	6956	1815
793	6964	1806
794	6972	1798
795	6980	1788
796	6989	1780
797	6997	1771
798	7007	1762
799	7014	1753
800	7023	1744
801	7032	1736
802	7041	1727
803	7048	1718
804	7057	1709
805	7068	1701
806	7077	1692
807	7086	1683
808	7095	1675
809	7104	1666
810	7112	1657
811	7127	1650
812	7135	1641
813	7144	1632
814	7153	1623
815	7161	1614
816	7170	1606
817	7178	1597
818	7187	1588
819	7198	1580
820	7206	1571
821	7215	1562
822	7223	1553
823	7232	1544
824	7239	1535
825	7247	1526
826	7255	1517
827	7265	1509
828	7279	1501
829	7290	1493
830	7299	1484
831	7308	1475
832	7317	1467
833	7326	1458
834	7336	1449
835	7344	1440
836	7352	1431
837	7360	1422
838	7369	1414
839	7378	1405
840	7386	1396
841	7395	1387
842	7407	1379
843	7415	1370
844	7423	1361
845	7431	1352
846	7440	1344
847	7447	1334
848	7456	1326
849	7464	1317
850	7472	1308
851	7481	1299
852	7493	1291
853	7502	1282
854	7510	1273
855	7521	1265
856	7528	1256
857	7537	1247
858	7545	1238
859	7554	1229
860	7562	1220
861	7571	1212
862	7580	1203
863	7588	1194
864	7596	1185
865	7605	1176
866	7614	1168
867	7622	1159
868	7633	1150
869	7642	1141
870	7656	1133
871	7666	1125
872	7674	1116
873	7683	1107
874	7691	1098
875	7700	1089
876	7707	1080
877	7716	1072
878	7724	1063
879	7733	1054
880	7741	1045
881	7751	1037
882	7760	1028
883	7769	1019
884	7778	1010
885	7786	1001
886	7795	993
887	7803	984
888	7812	975
889	7821	966
890	7831	958
891	7842	949
892	7850	940
893	7860	932
894	7873	923
895	7888	915
896	7898	906
897	7908	898
898	7916	889
899	7927	880
900	7936	872
901	7944	863
902	7953	854
903	7961	845
904	7970	836
905	7978	827
906	7986	818
907	7994	810
908	8003	801
909	8011	792
910	8021	783
911	8029	774
912	8039	766
913	8047	757
914	8056	748
915	8065	739
916	8072	730
917	8085	722
918	8093	713
919	8103	704
920	8116	696
921	8125	687
922	8135	678
923	8143	669
924	8152	661
925	8161	652
926	8169	643
927	8178	634
928	8186	625
929	8194	616
930	8203	607
931	8211	599
932	8219	590
933	8228	581
934	8236	572
935	8246	563
936	8253	554
937	8264	546
938	8273	537
939	8281	528
940	8292	519
941	8305	511
942	8317	502
943	8327	493
944	8334	485
945	8345	476
946	8354	467
947	8361	458
948	8370	449
949	8378	440
950	8388	432
951	8395	423
952	8404	414
953	8412	405
954	8422	396
955	8430	388
956	8439	379
957	8447	370
958	8456	361
959	8464	352
960	8472	343
961	8480	334
962	8489	326
963	8500	317
964	8509	308
965	8519	299
966	8529	291
967	8537	282
968	8547	273
969	8557	264
970	8567	255
971	8575	247
972	8584	238
973	8592	229
974	8602	220
975	8612	211
976	8619	202
977	8629	194
978	8636	185
979	8647	176
980	8654	167
981	8663	158
982	8673	149
983	8681	141
984	8689	132
985	8698	123
986	8707	114
987	8717	105
988	8730	97
989	8742	88
990	8749	79
991	8758	70
992	8766	61
993	8775	52
994	8783	44
995	8792	35
996	8800	26
997	8809	17
998	8818	8
999	8826	0
