iter	Passed	Remaining
439	198497	252633
440	198948	252182
441	199400	251732
442	199844	251272
443	200281	250802
444	200738	250359
445	201198	249918
446	201646	249464
447	202089	249002
448	202539	248550
449	202997	248107
450	203465	247677
451	203910	247218
452	204352	246757
453	204802	246304
454	205255	245856
455	205709	245407
456	206166	244963
457	206618	244513
458	207073	244067
459	207550	243646
460	208009	243203
461	208516	242817
462	208986	242388
463	209448	241949
464	209903	241501
465	210299	240987
466	210798	240589
467	211219	240104
468	211655	239635
469	212065	239138
470	212485	238651
471	212919	238181
472	213370	237729
473	213802	237257
474	214215	236764
475	214647	236292
476	215071	235812
477	215501	235338
478	215930	234863
479	216338	234366
480	216780	233906
481	217211	233435
482	217635	232955
483	218060	232477
484	218489	232004
485	218918	231531
486	219356	231067
487	219815	230625
488	220295	230206
489	220787	229799
490	221289	229401
491	221742	228953
492	222166	228475
493	222635	228043
494	223175	227683
495	223629	227236
496	224060	226765
497	224476	226279
498	224911	225812
499	225361	225361
500	225800	224899
501	226216	224413
502	226652	223948
503	227087	223482
504	227519	223014
505	227953	222547
506	228379	222073
507	228826	221619
508	229260	221153
509	229694	220686
510	230113	220206
511	230546	219739
512	230980	219274
513	231425	218818
514	231857	218351
515	232283	217878
516	232726	217421
517	233162	216957
518	233605	216500
519	234112	216104
520	234544	215636
521	234984	215177
522	235422	214716
523	235859	214253
524	236280	213777
525	236768	213361
526	237206	212900
527	237650	212444
528	238097	211992
529	238535	211531
530	239009	211102
531	239482	210672
532	240023	210302
533	240502	209876
534	240968	209439
535	241425	208995
536	241894	208561
537	242341	208107
538	242829	207688
539	243288	207246
540	243746	206801
541	244165	206324
542	244607	205867
543	245051	205410
544	245493	204953
545	245926	204487
546	246346	204012
547	246795	203561
548	247238	203104
549	247714	202675
550	248138	202203
551	248582	201748
552	249140	201384
553	249587	200931
554	250016	200464
555	250469	200015
556	250950	199589
557	251394	199133
558	251843	198681
559	252280	198220
560	252731	197770
561	253196	197330
562	253636	196872
563	254094	196427
564	254591	196012
565	255035	195557
566	255487	195107
567	255932	194652
568	256367	194190
569	256812	193735
570	257260	193283
571	257706	192829
572	258139	192365
573	258582	191909
574	259033	191459
575	259562	191066
576	260005	190610
577	260445	190152
578	260890	189697
579	261334	189241
580	261787	188793
581	262222	188331
582	262675	187883
583	263112	187422
584	263563	186972
585	264004	186515
586	264523	186112
587	265102	185751
588	265748	185437
589	266457	185165
590	267062	184819
591	267664	184471
592	268109	184014
593	268559	183561
594	269009	183107
595	269454	182650
596	269900	182194
597	270330	181727
598	270774	181269
599	271237	180824
600	271676	180363
601	272115	179903
602	272556	179444
603	273026	179004
604	273488	178558
605	273932	178101
606	274479	177710
607	274924	177253
608	275369	176797
609	275816	176342
610	276243	175873
611	276686	175415
612	277140	174964
613	277589	174510
614	278016	174043
615	278461	173586
616	278908	173131
617	279374	172687
618	279877	172266
619	280267	171776
620	280720	171325
621	281365	170990
622	281963	170626
623	282674	170329
624	283384	170030
625	283991	169668
626	284745	169393
627	285200	168940
628	285651	168484
629	286174	168070
630	286610	167605
631	287057	167147
632	287479	166674
633	287910	166207
634	288339	165738
635	288769	165270
636	289203	164805
637	289661	164353
638	290069	163873
639	290498	163405
640	290933	162940
641	291362	162473
642	291786	162002
643	292206	161530
644	292632	161061
645	293064	160595
646	293496	160130
647	293925	159663
648	294350	159194
649	294800	158738
650	295251	158283
651	295688	157821
652	296105	157348
653	296542	156886
654	296987	156428
655	297420	155964
656	297842	155494
657	298271	155028
658	298708	154567
659	299142	154103
660	299579	153642
661	300008	153176
662	300460	152722
663	300894	152259
664	301337	151801
665	301763	151334
666	302192	150869
667	302624	150406
668	303066	149947
669	303510	149490
670	303918	149015
671	304360	148556
672	304897	148144
673	305345	147689
674	305777	147226
675	306191	146754
676	306643	146300
677	307082	145841
678	307542	145392
679	307970	144927
680	308409	144468
681	308842	144005
682	309341	143574
683	309782	143115
684	310219	142655
685	310655	142195
686	311103	141740
687	311541	141280
688	311951	140808
689	312393	140350
690	312857	139902
691	313303	139447
692	313732	138984
693	314171	138525
694	314632	138075
695	315083	137622
696	315537	137170
697	315954	136702
698	316404	136248
699	316847	135791
700	317289	135334
701	317722	134873
702	318141	134406
703	318582	133949
704	319017	133489
705	319472	133038
706	319900	132575
707	320353	132123
708	320789	131664
709	321304	131236
710	321743	130779
711	322172	130316
712	322616	129861
713	323060	129405
714	323503	128948
715	323933	128487
716	324376	128031
717	324823	127576
718	325289	127129
719	325746	126679
720	326181	126220
721	326626	125764
722	327139	125335
723	327577	124877
724	328005	124415
725	328450	123960
726	328904	123508
727	329351	123054
728	329791	122597
729	330343	122181
730	330792	121728
731	331244	121275
732	331688	120819
733	332116	120358
734	332567	119905
735	333015	119451
736	333474	119001
737	333897	118538
738	334344	118083
739	334788	117628
740	335240	117175
741	335704	116727
742	336149	116272
743	336601	115819
744	337053	115367
745	337503	114914
746	337928	114452
747	338380	113999
748	338837	113549
749	339292	113097
750	339731	112640
751	340162	112181
752	340675	111748
753	341127	111296
754	341582	110844
755	342024	110388
756	342498	109943
757	342951	109491
758	343404	109038
759	343846	108583
760	344295	108129
761	344795	107691
762	345309	107258
763	345863	106837
764	346306	106381
765	346756	105928
766	347221	105479
767	347675	105026
768	348140	104577
769	348646	104141
770	349155	103705
771	349643	103262
772	350047	102795
773	350469	102333
774	350916	101878
775	351341	101418
776	351755	100954
777	352173	100491
778	352596	100030
779	353023	99570
780	353458	99113
781	353876	98650
782	354301	98190
783	354732	97732
784	355174	97277
785	355598	96816
786	356021	96356
787	356456	95899
788	356882	95440
789	357314	94982
790	357740	94523
791	358144	94058
792	358575	93600
793	359009	93143
794	359445	92687
795	359863	92226
796	360289	91767
797	360725	91311
798	361211	90868
799	361646	90411
800	362064	89951
801	362506	89496
802	362920	89035
803	363354	88579
804	363788	88122
805	364201	87661
806	364638	87205
807	365070	86749
808	365497	86291
809	366021	85856
810	366455	85400
811	366896	84946
812	367336	84491
813	367778	84037
814	368209	83581
815	368659	83129
816	369096	82674
817	369533	82219
818	369962	81762
819	370391	81305
820	370830	80851
821	371271	80397
822	371706	79941
823	372133	79484
824	372566	79029
825	372999	78573
826	373438	78119
827	373872	77664
828	374307	77209
829	374751	76756
830	375191	76302
831	375629	75848
832	376075	75395
833	376503	74939
834	376937	74484
835	377377	74031
836	377802	73574
837	378228	73118
838	378665	72663
839	379115	72212
840	379551	71758
841	379968	71300
842	380414	70848
843	380844	70393
844	381305	69943
845	381742	69489
846	382165	69033
847	382603	68579
848	383043	68126
849	383493	67675
850	383919	67219
851	384402	66774
852	384852	66322
853	385293	65869
854	385764	65421
855	386350	64993
856	386797	64541
857	387273	64094
858	387717	63641
859	388150	63187
860	388596	62735
861	389037	62282
862	389485	61830
863	389911	61374
864	390350	60921
865	390795	60469
866	391243	60017
867	391699	59567
868	392123	59111
869	392566	58659
870	393015	58207
871	393451	57754
872	393883	57300
873	394320	56847
874	394772	56396
875	395215	55943
876	395658	55491
877	396098	55038
878	396559	54588
879	397001	54136
880	397450	53685
881	397884	53231
882	398322	52778
883	398769	52327
884	399221	51876
885	399677	51425
886	400150	50977
887	400602	50526
888	401057	50075
889	401523	49626
890	401956	49173
891	402401	48721
892	402848	48269
893	403300	47818
894	403730	47365
895	404182	46914
896	404631	46462
897	405087	46012
898	405532	45560
899	405973	45108
900	406432	44658
901	406920	44210
902	407421	43765
903	407890	43315
904	408347	42865
905	408792	42413
906	409245	41962
907	409694	41510
908	410136	41058
909	410583	40607
910	411033	40155
911	411493	39705
912	412022	39261
913	412481	38811
914	412933	38359
915	413431	37912
916	413867	37460
917	414324	37009
918	414787	36559
919	415243	36108
920	415698	35657
921	416138	35204
922	416609	34755
923	417064	34304
924	417526	33853
925	417966	33401
926	418422	32950
927	418842	32496
928	419263	32042
929	419693	31589
930	420103	31135
931	420523	30681
932	420943	30228
933	421374	29775
934	421783	29321
935	422201	28868
936	422658	28417
937	423131	27968
938	423600	27518
939	424070	27068
940	424498	26615
941	424939	26163
942	425369	25711
943	425783	25258
944	426208	24805
945	426636	24353
946	427058	23900
947	427525	23450
948	427951	22998
949	428396	22547
950	428824	22095
951	429246	21642
952	429675	21190
953	430090	20738
954	430513	20285
955	430945	19834
956	431361	19381
957	431772	18929
958	432189	18477
959	432621	18025
960	433051	17574
961	433496	17123
962	433906	16671
963	434341	16220
964	434776	15769
965	435202	15317
966	435628	14866
967	436038	14414
968	436457	13963
969	436883	13511
970	437314	13060
971	437736	12609
972	438191	12159
973	438644	11709
974	439071	11258
975	439511	10807
976	439922	10356
977	440349	9905
978	440784	9455
979	441208	9004
980	441644	8553
981	442057	8102
982	442487	7652
983	442921	7201
984	443348	6751
985	443769	6300
986	444199	5850
987	444643	5400
988	445069	4950
989	445500	4500
990	445918	4049
991	446356	3599
992	446797	3149
993	447225	2699
994	447654	2249
995	448129	1799
996	448563	1349
997	449058	899
998	449488	449
999	449934	0
