iter	Logloss
441	0.138305997
442	0.1382506388
443	0.1381942309
444	0.1381333081
445	0.1380641753
446	0.1379727391
447	0.1379201761
448	0.1378479641
449	0.1377940742
450	0.1377397904
451	0.1376486395
452	0.1374718434
453	0.1374107156
454	0.137248038
455	0.1371951132
456	0.1371064969
457	0.1369721261
458	0.136917697
459	0.1368673256
460	0.1368129967
461	0.1367411208
462	0.1366894819
463	0.1366205265
464	0.1365687971
465	0.1365135155
466	0.1364624402
467	0.1364020189
468	0.1363514139
469	0.1362659269
470	0.136168567
471	0.136119683
472	0.1360121506
473	0.1359589223
474	0.1359088781
475	0.1358540765
476	0.1357990548
477	0.1357464659
478	0.1356600121
479	0.1355796527
480	0.1354406893
481	0.1353669544
482	0.1353159981
483	0.1352662161
484	0.135214274
485	0.1351643182
486	0.1350965531
487	0.1349033267
488	0.1348542734
489	0.134793401
490	0.1346774818
491	0.1346284738
492	0.1345758443
493	0.1344940142
494	0.1344428267
495	0.1343811448
496	0.1343289836
497	0.1342639672
498	0.1342148087
499	0.1341657409
500	0.1340658225
501	0.13397517
502	0.1339289478
503	0.1338578245
504	0.1338103202
505	0.1337581564
506	0.1337029461
507	0.1336546971
508	0.133565217
509	0.1334818205
510	0.133435226
511	0.133349275
512	0.1332479505
513	0.1332006133
514	0.1331477304
515	0.1330977077
516	0.132988595
517	0.1329230337
518	0.1328800169
519	0.1328071549
520	0.1327616775
521	0.1327157843
522	0.1326593061
523	0.132596189
524	0.1325494987
525	0.1325019632
526	0.1324578579
527	0.1323691151
528	0.1322821571
529	0.1321207982
530	0.1320661013
531	0.132017537
532	0.1319345463
533	0.1318867437
534	0.1318463124
535	0.1317834412
536	0.1316554658
537	0.131610869
538	0.1315034703
539	0.1313893652
540	0.1312860534
541	0.13117755
542	0.1311346334
543	0.1310727914
544	0.1310261341
545	0.130935827
546	0.1308627593
547	0.1308024182
548	0.1307525454
549	0.130586195
550	0.1305281484
551	0.1304834535
552	0.1304399499
553	0.1303420102
554	0.1302939422
555	0.1302198051
556	0.1301312713
557	0.1300857526
558	0.1300415427
559	0.1299456683
560	0.1299002386
561	0.1298449183
562	0.1298023118
563	0.1297606179
564	0.1296942543
565	0.1296501087
566	0.1296070752
567	0.1295252136
568	0.1294442854
569	0.1293995118
570	0.1292989167
571	0.1292430831
572	0.129168174
573	0.1291199819
574	0.1290602518
575	0.1290179012
576	0.1289754525
577	0.1289332021
578	0.1288910755
579	0.128839892
580	0.1287668172
581	0.1286983405
582	0.1286559109
583	0.12858001
584	0.1285368235
585	0.128494413
586	0.1284524466
587	0.1284097495
588	0.1283597193
589	0.1283029853
590	0.1282606727
591	0.1281751418
592	0.1281087708
593	0.1280684156
594	0.1280249595
595	0.1279538926
596	0.1278937266
597	0.1278427318
598	0.127749095
599	0.1276718311
600	0.1276284154
601	0.1275345858
602	0.1274723158
603	0.127430576
604	0.1273780218
605	0.1273377002
606	0.127218005
607	0.127151474
608	0.1270701637
609	0.1269033252
610	0.1268100315
611	0.1267220158
612	0.1266795218
613	0.1266070735
614	0.1265386386
615	0.1264918783
616	0.1263510319
617	0.126308705
618	0.1262683596
619	0.1262274438
620	0.1261890753
621	0.1261114297
622	0.1260732829
623	0.1260144673
624	0.1259754257
625	0.1259345143
626	0.1258650944
627	0.1258241954
628	0.1257840692
629	0.125737591
630	0.1256975679
631	0.1256292877
632	0.1255704847
633	0.1255322323
634	0.1254448345
635	0.1253983633
636	0.1253579222
637	0.1253188632
638	0.1252767513
639	0.1252272437
640	0.1251900132
641	0.1251542104
642	0.1250952897
643	0.1250068543
644	0.1249267633
645	0.12489059
646	0.124851832
647	0.1248000606
648	0.1247617943
649	0.1246579353
650	0.1245541577
651	0.1244889814
652	0.1244428296
653	0.1244044365
654	0.1243669171
655	0.1243289107
656	0.1242501353
657	0.1242163037
658	0.1241267796
659	0.1240512801
660	0.1239803081
661	0.1239255476
662	0.1238868804
663	0.1238506308
664	0.1237977184
665	0.1237518558
666	0.1237156135
667	0.1236604931
668	0.1236138137
669	0.1235783663
670	0.1235133752
671	0.1234388948
672	0.1234024283
673	0.1233256751
674	0.1232654278
675	0.1232067734
676	0.1231714236
677	0.1231339737
678	0.1230896673
679	0.1230538714
680	0.1230003675
681	0.1229643902
682	0.1228883463
683	0.1228098793
684	0.1227520536
685	0.1227164556
686	0.1226432685
687	0.1225672632
688	0.1225128562
689	0.1224355836
690	0.1223812081
691	0.1223339895
692	0.1222934886
693	0.1222584974
694	0.1222148546
695	0.1221239945
696	0.1220655963
697	0.1220306695
698	0.1219947397
699	0.121944325
700	0.1218605066
701	0.1217987539
702	0.1217621106
703	0.1216895763
704	0.1216372703
705	0.1215735998
706	0.1215195127
707	0.1214832082
708	0.1214369782
709	0.1214014974
710	0.1213592115
711	0.1212855989
712	0.1212102821
713	0.1211758421
714	0.1210795545
715	0.1210422855
716	0.1209670595
717	0.1209106432
718	0.1208764944
719	0.1208125492
720	0.1207775126
721	0.1207099263
722	0.1206066361
723	0.1205733877
724	0.1205035389
725	0.1204709942
726	0.1204386173
727	0.1203709942
728	0.1203180082
729	0.1202012073
730	0.1201655145
731	0.120110437
732	0.1200487998
733	0.119999709
734	0.1199309119
735	0.1198874319
736	0.1197917506
737	0.1197577859
738	0.119710219
739	0.1196774309
740	0.1196051113
741	0.1195430172
742	0.1195100599
743	0.1194530083
744	0.1193590844
745	0.1193259098
746	0.1192732155
747	0.1192095553
748	0.1191595252
749	0.1190859937
750	0.1190328456
751	0.1190018241
752	0.1189604732
753	0.1188988955
754	0.118865769
755	0.1188330885
756	0.1187778119
757	0.1187355014
758	0.1186113857
759	0.1185626725
760	0.1185288087
761	0.1184942162
762	0.1184360449
763	0.1183885353
764	0.118339553
765	0.1183084932
766	0.1182470117
767	0.1182027111
768	0.118172738
769	0.1181013387
770	0.1180306282
771	0.1179830558
772	0.117910542
773	0.1178802843
774	0.1178335977
775	0.1177580003
776	0.117641336
777	0.1176094296
778	0.1175657513
779	0.1175015027
780	0.1173893306
781	0.1173192619
782	0.1172881191
783	0.1172347506
784	0.1172009938
785	0.1171439919
786	0.1170814596
787	0.1170009921
788	0.1169227895
789	0.1168662891
790	0.1168343603
791	0.1167875715
792	0.1167547217
793	0.1167108045
794	0.1166792555
795	0.1166456891
796	0.1165520246
797	0.1165081124
798	0.1164142344
799	0.1163336466
800	0.1163031765
801	0.1162381576
802	0.1162066587
803	0.1161434889
804	0.116086499
805	0.1160569766
806	0.1159848432
807	0.1159408529
808	0.1159036152
809	0.1158404943
810	0.1157750296
811	0.1157444758
812	0.1156788846
813	0.1156314167
814	0.1156021694
815	0.1155717041
816	0.1155158562
817	0.1154841874
818	0.1154570502
819	0.1154164992
820	0.1153732267
821	0.1153342127
822	0.1153010143
823	0.1152749541
824	0.1152440301
825	0.1151825317
826	0.11513765
827	0.1150566312
828	0.1150252779
829	0.1149335058
830	0.1149056356
831	0.1148500784
832	0.1148119978
833	0.114735235
834	0.1147064981
835	0.1146663169
836	0.1146395903
837	0.1145880395
838	0.1145626857
839	0.1145081887
840	0.114462438
841	0.1144347039
842	0.1144095098
843	0.1143829886
844	0.1143581144
845	0.11432457
846	0.1142828137
847	0.1142562089
848	0.114229485
849	0.1142033674
850	0.1141774145
851	0.1141522442
852	0.1141263462
853	0.1141018114
854	0.1140301447
855	0.1138991592
856	0.1138745794
857	0.1138438616
858	0.1137892399
859	0.1137641537
860	0.1137386045
861	0.1137132107
862	0.1136883369
863	0.1136439833
864	0.1135994963
865	0.1135740161
866	0.1135038012
867	0.1134733649
868	0.1134477439
869	0.1134223164
870	0.1133905791
871	0.1133660421
872	0.1133405931
873	0.1132853173
874	0.1132601837
875	0.113234324
876	0.113211286
877	0.1131856413
878	0.1131255806
879	0.1130780377
880	0.1130499168
881	0.1130228972
882	0.1129974648
883	0.1129023953
884	0.1128721047
885	0.112847057
886	0.1128229255
887	0.1127978753
888	0.112772787
889	0.1127415561
890	0.1127164533
891	0.1126777786
892	0.1126524612
893	0.1126274587
894	0.1126026899
895	0.1125752884
896	0.1125506248
897	0.1125261641
898	0.112503093
899	0.1124236648
900	0.1123775445
901	0.1123368246
902	0.1122939056
903	0.1122480147
904	0.1122164085
905	0.1120983307
906	0.112067708
907	0.1120049528
908	0.1119803611
909	0.1119558742
910	0.1119126017
911	0.1118868377
912	0.1118620402
913	0.1118377586
914	0.1118131692
915	0.1117900907
916	0.1117661721
917	0.1117416398
918	0.1117156701
919	0.11169115
920	0.1116667299
921	0.1116426037
922	0.1116184078
923	0.1115951264
924	0.1115279906
925	0.1114988462
926	0.1114721506
927	0.1114493205
928	0.1114252038
929	0.1114009604
930	0.1113778293
931	0.1113479158
932	0.1112935317
933	0.111269379
934	0.111238408
935	0.1112106838
936	0.1111859868
937	0.1111271088
938	0.1111022419
939	0.1110789079
940	0.1110553329
941	0.1110327103
942	0.1110088442
943	0.1109849777
944	0.1109547896
945	0.1109245825
946	0.1109004178
947	0.1108764968
948	0.1108527425
949	0.1108280266
950	0.1107824123
951	0.1107585293
952	0.1107347109
953	0.1107088966
954	0.1106626024
955	0.1106397194
956	0.1106163998
957	0.110578635
958	0.1105550122
959	0.11052263
960	0.1104999473
961	0.1103248014
962	0.1102852273
963	0.1102093572
964	0.1101868303
965	0.1101616966
966	0.1101039325
967	0.1100808733
968	0.1100571553
969	0.1100333416
970	0.1100096852
971	0.1099846877
972	0.109941991
973	0.1098961691
974	0.1098724056
975	0.1098504729
976	0.1098256926
977	0.1098007257
978	0.1097776068
979	0.1097541058
980	0.1097303949
981	0.1097031836
982	0.1096783553
983	0.1096547707
984	0.109604697
985	0.1095819549
986	0.1095587285
987	0.1095342557
988	0.109496584
989	0.1094668593
990	0.1094434752
991	0.109344518
992	0.1092935561
993	0.1092464491
994	0.109210675
995	0.1091873837
996	0.1091640834
997	0.1091407257
998	0.109117088
999	0.1090942483
