iter	Passed	Remaining
495	3831	3893
496	3838	3884
497	3846	3877
498	3854	3869
499	3860	3860
500	3868	3853
501	3877	3846
502	3886	3840
503	3894	3832
504	3901	3824
505	3908	3815
506	3915	3807
507	3922	3798
508	3930	3791
509	3936	3781
510	3943	3773
511	3951	3765
512	3968	3767
513	3975	3759
514	3983	3751
515	3991	3744
516	3998	3735
517	4007	3729
518	4014	3720
519	4028	3718
520	4051	3724
521	4060	3717
522	4072	3714
523	4087	3713
524	4097	3707
525	4107	3701
526	4117	3695
527	4127	3689
528	4138	3684
529	4154	3684
530	4162	3676
531	4170	3669
532	4177	3660
533	4187	3654
534	4196	3647
535	4208	3642
536	4220	3639
537	4228	3630
538	4239	3625
539	4252	3622
540	4261	3615
541	4270	3608
542	4279	3601
543	4288	3594
544	4294	3585
545	4302	3577
546	4310	3569
547	4318	3561
548	4325	3553
549	4333	3545
550	4341	3537
551	4350	3531
552	4360	3524
553	4370	3518
554	4379	3511
555	4387	3503
556	4397	3497
557	4407	3491
558	4418	3485
559	4426	3477
560	4435	3470
561	4443	3463
562	4449	3453
563	4458	3446
564	4465	3437
565	4473	3430
566	4481	3422
567	4489	3414
568	4496	3405
569	4504	3398
570	4512	3390
571	4522	3384
572	4531	3376
573	4542	3370
574	4551	3363
575	4562	3358
576	4571	3351
577	4581	3344
578	4589	3337
579	4597	3329
580	4607	3323
581	4619	3318
582	4630	3312
583	4641	3305
584	4649	3298
585	4658	3291
586	4667	3283
587	4675	3276
588	4684	3268
589	4692	3260
590	4702	3254
591	4711	3246
592	4719	3238
593	4726	3230
594	4736	3223
595	4750	3220
596	4759	3212
597	4769	3206
598	4780	3200
599	4789	3192
600	4799	3186
601	4808	3179
602	4820	3173
603	4831	3167
604	4839	3159
605	4849	3152
606	4857	3144
607	4866	3137
608	4874	3129
609	4881	3120
610	4890	3113
611	4898	3105
612	4907	3098
613	4914	3089
614	4923	3082
615	4933	3075
616	4944	3068
617	4953	3061
618	4961	3053
619	4970	3046
620	4980	3039
621	4995	3035
622	5014	3034
623	5027	3029
624	5042	3025
625	5056	3020
626	5074	3018
627	5088	3014
628	5096	3006
629	5107	2999
630	5117	2992
631	5123	2983
632	5132	2975
633	5140	2967
634	5148	2959
635	5156	2950
636	5162	2941
637	5169	2933
638	5176	2924
639	5183	2915
640	5189	2906
641	5197	2898
642	5203	2888
643	5209	2879
644	5216	2871
645	5224	2862
646	5233	2855
647	5242	2847
648	5251	2840
649	5261	2833
650	5270	2825
651	5281	2819
652	5296	2814
653	5305	2806
654	5319	2801
655	5330	2795
656	5341	2788
657	5349	2780
658	5360	2773
659	5368	2765
660	5379	2758
661	5391	2752
662	5400	2744
663	5417	2741
664	5441	2741
665	5451	2733
666	5460	2725
667	5466	2716
668	5475	2708
669	5480	2699
670	5489	2691
671	5496	2682
672	5504	2674
673	5513	2666
674	5524	2659
675	5533	2651
676	5540	2643
677	5548	2635
678	5556	2626
679	5564	2618
680	5572	2610
681	5581	2602
682	5589	2594
683	5601	2588
684	5611	2580
685	5621	2572
686	5628	2564
687	5650	2562
688	5659	2554
689	5669	2547
690	5680	2540
691	5688	2531
692	5707	2528
693	5715	2520
694	5725	2512
695	5743	2508
696	5753	2501
697	5765	2494
698	5776	2487
699	5786	2479
700	5796	2472
701	5804	2464
702	5815	2456
703	5823	2448
704	5830	2439
705	5838	2431
706	5847	2423
707	5857	2415
708	5866	2407
709	5873	2399
710	5881	2390
711	5890	2382
712	5897	2374
713	5907	2366
714	5920	2360
715	5929	2352
716	5937	2343
717	5946	2335
718	5956	2327
719	5964	2319
720	5972	2311
721	5981	2303
722	5988	2294
723	5995	2285
724	6001	2276
725	6007	2267
726	6015	2258
727	6022	2250
728	6030	2241
729	6036	2232
730	6044	2224
731	6051	2215
732	6059	2207
733	6067	2198
734	6076	2190
735	6084	2182
736	6092	2174
737	6100	2165
738	6108	2157
739	6118	2149
740	6127	2141
741	6135	2133
742	6144	2125
743	6151	2116
744	6160	2108
745	6168	2100
746	6177	2092
747	6184	2083
748	6192	2075
749	6198	2066
750	6206	2057
751	6214	2049
752	6221	2040
753	6228	2032
754	6236	2023
755	6243	2015
756	6252	2007
757	6259	1998
758	6266	1989
759	6273	1981
760	6281	1972
761	6288	1964
762	6295	1955
763	6302	1946
764	6310	1938
765	6318	1930
766	6326	1921
767	6334	1913
768	6340	1904
769	6349	1896
770	6356	1887
771	6364	1879
772	6372	1871
773	6379	1862
774	6387	1854
775	6395	1846
776	6401	1837
777	6408	1828
778	6417	1820
779	6425	1812
780	6433	1804
781	6441	1795
782	6448	1787
783	6455	1778
784	6465	1770
785	6475	1763
786	6482	1754
787	6492	1746
788	6502	1738
789	6549	1740
790	6562	1733
791	6575	1726
792	6629	1730
793	6645	1724
794	6660	1717
795	6708	1719
796	6722	1712
797	6740	1706
798	6779	1705
799	6790	1697
800	6803	1690
801	6816	1682
802	6863	1683
803	6876	1676
804	6889	1668
805	6896	1659
806	6903	1651
807	6910	1642
808	6918	1633
809	6925	1624
810	6932	1615
811	6938	1606
812	6945	1597
813	6954	1589
814	6960	1580
815	6968	1571
816	6975	1562
817	6983	1553
818	6990	1544
819	6997	1536
820	7003	1527
821	7010	1518
822	7018	1509
823	7025	1500
824	7034	1492
825	7042	1483
826	7050	1474
827	7062	1467
828	7073	1458
829	7083	1450
830	7091	1442
831	7101	1433
832	7111	1425
833	7120	1417
834	7129	1408
835	7137	1400
836	7146	1391
837	7155	1383
838	7167	1375
839	7178	1367
840	7187	1358
841	7198	1350
842	7214	1343
843	7232	1336
844	7249	1329
845	7275	1324
846	7290	1317
847	7305	1309
848	7313	1300
849	7322	1292
850	7330	1283
851	7340	1275
852	7351	1266
853	7365	1259
854	7377	1251
855	7389	1243
856	7405	1235
857	7414	1227
858	7422	1218
859	7432	1209
860	7438	1200
861	7449	1192
862	7458	1183
863	7470	1175
864	7486	1168
865	7505	1161
866	7520	1153
867	7527	1144
868	7535	1135
869	7545	1127
870	7551	1118
871	7560	1109
872	7569	1101
873	7579	1092
874	7590	1084
875	7602	1076
876	7614	1067
877	7623	1059
878	7631	1050
879	7644	1042
880	7656	1034
881	7671	1026
882	7681	1017
883	7691	1009
884	7697	1000
885	7705	991
886	7712	982
887	7719	973
888	7726	964
889	7733	955
890	7741	947
891	7747	938
892	7754	929
893	7761	920
894	7770	911
895	7781	903
896	7804	896
897	7813	887
898	7822	878
899	7834	870
900	7842	861
901	7851	853
902	7860	844
903	7870	835
904	7887	827
905	7901	819
906	7909	810
907	7917	802
908	7924	793
909	7932	784
910	7940	775
911	7949	767
912	7957	758
913	7966	749
914	7977	741
915	7990	732
916	8003	724
917	8018	716
918	8036	708
919	8048	699
920	8059	691
921	8065	682
922	8075	673
923	8083	664
924	8093	656
925	8102	647
926	8114	639
927	8125	630
928	8140	622
929	8148	613
930	8156	604
931	8163	595
932	8170	586
933	8178	577
934	8187	569
935	8196	560
936	8207	551
937	8215	543
938	8227	534
939	8237	525
940	8244	516
941	8256	508
942	8274	500
943	8289	491
944	8298	483
945	8319	474
946	8327	466
947	8337	457
948	8346	448
949	8355	439
950	8365	431
951	8372	422
952	8382	413
953	8390	404
954	8401	395
955	8410	387
956	8418	378
957	8429	369
958	8438	360
959	8448	352
960	8455	343
961	8467	334
962	8479	325
963	8494	317
964	8515	308
965	8526	300
966	8533	291
967	8545	282
968	8553	273
969	8563	264
970	8570	255
971	8579	247
972	8586	238
973	8595	229
974	8605	220
975	8613	211
976	8623	203
977	8632	194
978	8642	185
979	8654	176
980	8661	167
981	8673	158
982	8680	150
983	8690	141
984	8701	132
985	8710	123
986	8723	114
987	8738	106
988	8750	97
989	8758	88
990	8767	79
991	8775	70
992	8785	61
993	8794	53
994	8804	44
995	8811	35
996	8820	26
997	8832	17
998	8841	8
999	8851	0
